मत,12
भेट,12
भाषा,12
भारी,12
भक्ता,12
बोलायला,12
बाहेर,12
बांधकाम,12
बद्दल,12
बदनाम,12
परंतु,12
पंतप्रधान,12
नसेल,12
नये,12
ताई,12
झालेल्या,12
जाणून,12
जा,12
जरी,12
जगात,12
चुकले,12
गरज,12
काळात,12
कधीही,12
कडे,12
आहे?,12
आर्थिक,12
आणी,12
अन्,12
अगदी,12
५०,11
२,11
हिंदू,11
हि,11
स्वस्त,11
सर,11
शकतो,11
वेळी,11
विरोध,11
वाढली,11
वाटतं,11
वर्ष,11
वरून,11
लोकांच्या,11
लोकांची,11
लावा,11
लवकर,11
लई,11
लंड,11
राज्याला,11
येते,11
यात,11
म्हणे,11
म्हणुन,11
मोबाईल,11
महत्व,11
भाव,11
भाजपचे,11
भांडणं,11
फार,11
प्रदेश,11
पाय,11
पप्पू,11
नाशिक,11
नाय,11
देशातील,11
देऊन,11
देऊ,11
दुसरी,11
दिला,11
त्याचे,11
त्यांचे,11
त्यांचा,11
तिच्या,11
तिकडे,11
जाणीव,11
जय,11
जबाबदारी,11
जनतेला,11
जनता,11
चांगली,11
घेणार,11
गेलं,11
कसे,11
करते,11
करतात,11
करण्यात,11
कडून,11
उद्धव,11
उत्पादन,11
इकडे,11
आहोत,11
आरोग्य,11
असू,11
असणार,11
अश्या,11
अधिकारी,11
स्वतःला,10
सूचना,10
सरकारी,10
समाज,10
सत्य,10
सगळ्या,10
सकाळी,10
व्यवसाय,10
विषय,10
वाढदिवसाच्या,10
वाटलं,10
वाटते,10
वर्षे,10
लोकांसाठी,10
ले,10
लावली,10
रा…,10
राहुल,10
राणी,10
रंग,10
येतो,10
मूर्ख,10
मु…,10
मिळत,10
मा…,10
महाराष्ट्राची,10
मराठीत,10
बाजू,10
पाहून,10
पहिला,10
पहा,10
पवार,10
न्यूज,10
नोकरी,10
नुकसान,10
नि,10
नाहीये,10
नंबर,10
धडा,10
देशमुख,10
देणाऱ्या,10
दिसत,10
दिवशी,10
दाखल,10
तु…,10
तुलना,10
तुमचे,10
तुमचं,10
तिने,10
डोळे,10
झाल्याशिवाय,10
जाहिरात,10
जातात,10
जाणार,10
जाईल,10
जनतेने,10
चित्रपट,10
चांगल्या,10
घेत,10
गाड्यांचे,10
गाडी,10
गांड,10
कुणी,10
काहीच,10
काका,10
करणारे,10
कदम,10
ऑफिस,10
उन्नती,10
इतकी,10
आमचा,10
आनंद,10
आघाडी,10
अहो,10
असून,10
असाल,10
असल्या,10
असलेल्या,10
असता,10
अत्यंत,10
अंध,10
१५,9
१,9
ह्यांनी,9
हो…,9
हीच,9
हात,9
सेना,9
साले,9
सरकारला,9
शेवटी,9
शेण,9
शिव,9
शिक्षणाने,9
शकतात,9
विरोधी,9
वाच,9
वा,9
वगैरे,9
लागत,9
लग्न,9
लगेच,9
रुपये,9
र,9
यांच्यावर,9
म्हणत,9
मालक,9
मार्ग,9
मा,9
मंदिरात,9
बोलून,9
बोलू,9
बनवून,9
बघून,9
फेक,9
प…,9
परिस्थिती,9
पन,9
नेहमीच,9
नी,9
निवडणुकीत,9
नाहीं,9
नशीब,9
नकोच,9
देव,9
दिले,9
दिन,9
थोडे,9
त्यांनी,9
ठेवा,9
जिल्ह्यात,9
जाधव,9
जग,9
चॅनल,9
चूतिया,9
घाण,9
घंटा,9
गोष्ट,9
गेल्या,9
खासदार,9
कोणत्या,9
को,9
केलेल्या,9
केलेली,9
कुत्रा,9
काँग्रेस,9
कशी,9
कविता,9
कलाकार,9
करुन,9
कंपनी,9
ओळख,9
ए,9
उर्फ,9
उपलब्ध,9
उगाच,9
इतिहास,9
आलं,9
आणखी,9
आजच्या,9
अ…,9
असो,9
असलेला,9
असत,9
अर्थ,9
अजुन,9
५,8
४०,8
२०१६,8
१०,8
हिंदीत,8
स्वप्न,8
स्थापन,8
सोशल,8
सेल,8
सुरक्षा,8
सिंग,8
सारखी,8
साखर,8
सांगतो,8
सहा,8
समजून,8
सन्मान,8
सत्ता,8
सगळं,8
शेतकऱ्यांच्या,8
शुद्ध,8
व्यक्त,8
वेदना,8
विषयावर,8
वागण्यात,8
लहान,8
लक्ष,8
राजकीय,8
रद्द,8
यावर,8
यांचा,8
मोठं,8
मिळेल,8
माननीय,8
महिला,8
महाजन,8
मस्त,8
मर,8
मनाला,8
मन,8
मजा,8
भीती,8
बोला,8
बोलतो,8
बोलण्यात,8
बोलणार,8
बसले,8
बर,8
फरक,8
प्रतिसाद,8
प्रकरण,8
पूर्ण,8
पूर,8
पुणे,8
पर्याय,8
नेते,8
नेऊन,8
नीच,8
निवडून,8
नियम,8
धरून,8
देशाला,8
दाखवून,8
दलिंदर,8
त…,8
तेव्हाच,8
तुज्या,8
तसेच,8
तसे,8
तशी,8
तरीही,8
ड्रायव्हर,8
जॉब,8
जिथे,8
जाते,8
जाऊ,8
छन,8
घ्यायला,8
गुन्हा,8
गाव,8
खेळायला,8
खूपच,8
खरा,8
कोविड,8
कोणाला,8
काल,8
कार्यकर्ते,8
काढून,8
कर…,8
उपाय,8
इथं,8
आयुष्यभर,8
आयपीएल,8
आमचे,8
आपलं,8
आणि…,8
अस…,8
असाच,8
अभ्यास,8
अजित,8
अंड,8
१००,7
होत्या,7
होतात,7
होतं,7
हुशार,7
हाय,7
हवा,7
सोनिया,7
सेवा,7
सुखाची,7
सुख,7
सिद्ध,7
सावध,7
सामान्य,7
सर्वोच्च,7
समस्या,7
संधी,7
शैक्षणिक,7
शेतकरी,7
शेअर,7
शुभ,7
शांत,7
शकला,7
शकते,7
वी,7
विश्वास,7
विद्यार्थ्यांच्या,7
वाला,7
वापर,7
वाद,7
वाटतंय,7
लोकांनी,7
लोकसभा,7
लॉन्च,7
लागली,7
रोज,7
राहिला,7
राणे,7
राजकारणी,7
राजकारणात,7
रस्ता,7
येणाऱ्या,7
यासाठी,7
याच,7
म्हणू,7
म्हणाले,7
मॅडम,7
मिळतो,7
मि,7
मास्क,7
मारून,7
मान्य,7
मानसिक,7
माणसाने,7
महाराष्ट्राच्या,7
महाराष्ट्राचे,7
मनसे,7
मधील,7
मते,7
भिकारी,7
भान,7
भागात,7
ब्रांड,7
बोलली,7
बेन,7
बिहारी,7
बायको,7
बाबासाहेब,7
बदनामी,7
प्रवेश,7
प्रचंड,7
पोलीस,7
पोरी,7
पणा,7
पडो,7
नै,7
निवडणूक,7
धर्म,7
द्यायला,7
दोन्ही,7
देशात,7
देशाच्या,7
देता,7
देण्याचा,7
दिवसभर,7
दिलाय,7
त्या…,7
तोंड,7
तूझ्या,7
तास,7
तालुक्यातील,7
ठिकाणी,7
झाशीची,7
ज्यांना,7
जागतिक,7
जसे,7
जवळ,7
जमीन,7
चोर,7
चूक,7
चायला,7
चांगलं,7
गोवा,7
कौतुक,7
कोटी,7
केवळ,7
कुठल्या,7
कुठली,7
कुठला,7
कार्यक्रम,7
काढले,7
कांदा,7
कर्मचारी,7
कर्नाटक,7
करावा,7
करायची,7
करतोय,7
करण्यासाठी,7
करण्याची,7
करण्याचा,7
करणारा,7
कंगनाच्या,7
औलाद,7
उत्तम,7
उचलून,7
उघड,7
इच्छा,7
आल्यावर,7
आयटी,7
आत्ता,7
आजचा,7
आग,7
आंबेडकर,7
आंतरराष्ट्रीय,7
असलेले,7
अनुभव,7
अध्यक्ष,7
‘अक्षरनामा,6
१२,6
ह्यांना,6
हा…,6
हवे,6
हरी,6
स्वभाव,6
स्वतःचा,6
स्वतंत्र,6
सैन्य,6
से,6
सांगता,6
सांगत,6
सांग,6
सपोर्ट,6
सध्या,6
सतत,6
संस्कार,6
संज्या,6
संख्या,6
श्री,6
शिक्षक,6
शब्दात,6
व्यवस्था,6
वीज,6
विशिष्ट,6
विरोधात,6
विद्यार्थी,6
विदर्भात,6
विदर्भ,6
विचारलं,6
विचारत,6
वाक्य,6
लोकांचा,6
लोकशाही,6
ला…,6
लाल,6
लागलेत,6
लागले,6
लागते,6
राहून,6
राहू,6
राहतात,6
रात्री,6
राज्याचे,6
राजा,6
रक्तदान,6
येणार,6
येऊ,6
युवकांना,6
याला,6
म्ह…,6
म्हणूनच,6
म्हणाला,6
मोदीनी,6
मोदीजी,6
में,6
मुलगी,6
मुलगा,6
मुद्दा,6
मिडिया,6
माणसाची,6
माणसांना,6
माझं,6
महाराज,6
महामंदी,6
महा,6
मनुष्य,6
मनाचे,6
भोसले,6
भास्कर,6
भारतातील,6
भविष्य,6
बॉल,6
बेरोजगार,6
बापाची,6
बातम्या,6
बहुतेक,6
बसलेत,6
बळी,6
बघु,6
बघायला,6
फेकू,6
फुले,6
फायदा,6
पूर्व,6
पार्टी,6
पाडलं,6
पाच,6
पर्यावरण,6
परीक्षा,6
परिषद,6
पनि,6
पडून,6
पक्षाचे,6
पक्षप्रेमाला,6
नोंद,6
निषेध,6
निर्लज्ज,6
नारायण,6
नसतं,6
नव्हे,6
धोकादायक,6
धर्मा,6
धंदे,6
द्रोही,6
देतील,6
देण्यात,6
दुसऱ्या,6
दिसतोय,6
दाखवा,6
दर्शन,6
दखल,6
थोबाड,6
थोडा,6
थोडं,6
थांब,6
त्रास,6
त्यानंतर,6
त्याचं,6
तेंव्हा,6
तुजाई,6
तुकडे,6
तिचा,6
तर…,6
तयार,6
तमाशा,6
ढोल,6
डुक्कर,6
टीम,6
झालेली,6
ज्येष्ठ,6
ज्ञान,6
जोपर्यंत,6
जेवढे,6
जीवनात,6
जीभ,6
जिल्ह्यातील,6
जाती,6
जाता,6
जसा,6
जन्म,6
जगातील,6
चार,6
चंपा,6
घेतली,6
घेण्यासाठी,6
घेणे,6
घेऊ,6
ग्रामीण,6
गेलेला,6
गेल,6
गुण,6
गीत,6
गिरी,6
गरीब,6
ख…,6
खोट्या,6
खर्च,6
खरे,6
खरच,6
खर,6
खंडपीठाकडे,6
कोणीतरी,6
कोणत्याही,6
कोणताही,6
कोणता,6
कॉल,6
केल्यावर,6
कुटुंब,6
कित्येक,6
कितीदा,6
काहीही,6
काळजी,6
कार्ड,6
कायम,6
काढत,6
कस,6
कर्म,6
करावं,6
औकात,6
ऐवजी,6
एमएएच,6
एकत्र,6
उन्मेष,6
इयत्ता,6
इथल्या,6
इतके,6
आलेली,6
आयपीएलमध्ये,6
आदरणीय,6
आत्महत्या,6
आईची,6
असावं,6
असती,6
अभिमान,6
अभावी,6
अबे,6
अटक,6
अचानक,6
अकाउंट,6
?…,6
(),6
•,5
५०९,5
२०१२,5
२००८,5
१९६०,5
होऊन,5
हाती,5
हातात,5
हजारो,5
स्वभावानं,5
स्वत,5
स्त्री,5
सोड,5
सुरुवात,5
सिनेमा,5
सावंत,5
साला,5
सामाजिक,5
साथ,5
सांगू,5
सहन,5
सहज,5
सवय,5
सल्ला,5
सलग,5
सर्वाधिक,5
सर्वच,5
सरळ,5
सम्म,5
समोरचा,5
समाजाला,5
समाजाच्या,5
समजत,5
सत्तेत,5
सत्ताधारी,5
सगळी,5
संविधान,5
संघी,5
श्रेष्ठ,5
शेठ,5
शांती,5
शरद,5
व्हिडिओ,5
व्या,5
वेळेस,5
विश्लेषण,5
विशेष,5
विरुद्ध,5
विराट,5
वाले,5
वापरून,5
वाढदिवस,5
वर्षी,5
वर्षांपूर्वी,5
वर्ग,5
लोकांचे,5
लावला,5
लागेल,5
लागू,5
लाईक,5
लाई,5
लवकरच,5
रोड,5
राहिली,5
राहत,5
येथे,5
येतोजन्मदिनाच्या,5
युवा,5
यार,5
याची,5
यंत्रणा,5
म्हणतो,5
म्हणजेच,5
म्हटलं,5
मे,5
मुळात,5
मुलींना,5
मुजोरी,5
मिळाली,5
माय,5
मान,5
माणसाच्या,5
माणसं,5
मागणी,5
मागच्या,5
महोदय,5
महारा…,5
महाराष्ट्राचा,5
महाराष्ट्रद्रोही,5
महाराजांचा,5
महाड,5
मरत,5
मनापासून,5
मनाने,5
मनाची,5
मनःपूर्वक,5
मजबूत,5
भ्रष्टाचारमित्र,5
भाषेत,5
भावना,5
भारताला,5
भाई,5
भरवल्या,5
भरले,5
भन्ने,5
भक्तांची,5
बो…,5
बोलाल,5
बोलायची,5
बोलतात,5
बोलण्यापेक्षा,5
बेरोजगारी,5
बॅटरी,5
बा…,5
बाबर,5
बाजूने,5
बसला,5
बरे,5
बजाज,5
बघितलं,5
बंदी,5
बंगाल,5
फॉलो,5
फालतू,5
प्रेमाची,5
प्रदेशची,5
प्रकरणात,5
पोस्ट,5
पैसा,5
पुरवठा,5
पुढाकार,5
पाहता,5
पालिका,5
पालक,5
पार,5
पाठवले,5
पहात,5
परिणाम,5
पर,5
पडेल,5
पगार,5
पक्षाच्या,5
पंढरपूर,5
न…,5
न्युज,5
नोकऱ्या,5
नुसार,5
नि…,5
निव्वळ,5
निर्यातबंदी,5
निघ,5
नाही…,5
नावाने,5
नाती,5
नसते,5
नव्याने,5
नवी,5
नजरेत,5
धन्यवाद,5
दौरा,5
दे…,5
देशासाठी,5
देशाचे,5
देणे,5
दुसरा,5
दुरुस्ती,5
दुःख,5
दारी,5
दाखवलं,5
दरवर्षी,5
दणका,5
द,5
थोडी,5
त्यावेळी,5
त्यापेक्षा,5
त्याने,5
ते…,5
तेवढा,5
तुझं,5
तुजी,5
तीन,5
तीच,5
तिचं,5
तसा,5
तरी…,5
डोळा,5
डोक्यावर,5
ठेवलीय,5
ट्विटर,5
टाटा,5
टाकला,5
झोप,5
झाल्यावर,5
झालेला,5
झालेलं,5
झाल,5
ज…,5
जेवढं,5
जितका,5
जागा,5
जाऊदे,5
छ,5
चोळ्या,5
चॅनेल,5
चीनी,5
चिंता,5
चांगला…,5
चहा,5
चल,5
घ्यावा,5
घेता,5
घुसून,5
गुलामी,5
गुलाम,5
गावातील,5
गाणं,5
गांधी,5
खेळ,5
खुश,5
खा,5
खरोखर,5
खरेदी,5
क्षेत्रात,5
क्रिकेट,5
कोर्टात,5
कोणीही,5
कोणाच्या,5
कोणाची,5
कोटींचा,5
के…,5
केस,5
केलेले,5
केलीय,5
केलाय,5
कुठले,5
किन,5
काहीतरी,5
काहींच्या,5
कामगार,5
कसली,5
करोना,5
करोड,5
करावी,5
करताना,5
करणं,5
कपाळात,5
कडक,5
कंगनाला,5
कंगनाने,5
कंगणाला,5
ऑटोमध्ये,5
ऐकत,5
एवढं,5
एकही,5
उ…,5
उदाहरण,5
उच्च,5
आहेत…,5
आश्वासन,5
आवश्यक,5
आलेला,5
आरे,5
आरं,5
आभार,5
आजपर्यंत,5
आजच,5
आक्रमक,5
आकडेवारी,5
असूनही,5
अश्रू,5
अवलंबून,5
अर्धवट,5
अर्थव्यवस्था,5
अमराठी,5
अपशब्द,5
अपयश,5
अडचणीचा,5
अगोदर,5
अक्षरशः,5
अँड,5
`,5
‍,4
४,4
२४,4
२०२४,4
२०१८,4
।।,4
होय,4
होणारे,4
हे…,4
ही…,4
हिच,4
हांजी,4
हल्ला,4
हंगामात,4
स्वभावत,4
स्वतःची,4
स्वतःच,4
स्वःतावर,4
स्मार्टफोन,4
स्मारक,4
स्पष्टीकरण,4
स्थिती,4
स्थान,4
स्टार,4
सोडा,4
सोडले,4
सोडलं,4
सैनिकांना,4
सेठ,4
सेंटर,4
सु…,4
सुरक्षित,4
सुप्रभात,4
सुपर,4
सा…,4
साहेबांनी,4
साहेबांच्या,4
साफ,4
साजरा,4
सांभाळून,4
सांगशील,4
सर्वांना,4
सरकारचे,4
सरकारची,4
सरकारचा,4
समा…,4
समाहितापेक्षा,4
समाजातील,4
समाजात,4
समाजाचे,4
समर्पक,4
समर्थक,4
समजावे,4
समजायचं,4
समजले,4
समजला,4
सप्तमी,4
सत्तेचा,4
सज्ज,4
सकाळ,4
संबंध,4
संपता,4
संत,4
संगमनेर,4
श्रीमंती,4
श्रीमंत,4
शोधायचा,4
शेवटच्या,4
शेवट,4
शेतकऱ्यांचे,4
शेट,4
शेकडो,4
शिवसेनेच्या,4
शाळा,4
शांतता,4
व…,4
व्ही,4
व्हिडीओ,4
व्यक्तीवर,4
वेळेला,4
वेडे,4
वि…,4
विष,4
विनंती,4
विद्यार्थ्यांना,4
विचारले,4
विकून,4
विकत,4
वार,4
वापरले,4
वापरली,4
वाढत,4
वाटले,4
वाटतो,4
वाचून,4
वाचला,4
वाचत,4
वागणूक,4
वसल,4
वय,4
वटवट,4
ल…,4
लो…,4
लोकांचं,4
लोकांकडून,4
लोकमान्य,4
लो,4
लिहिला,4
लादत,4
लाचार,4
लागतो,4
लागणार,4
लवड्या,4
लवकरात,4
लढाई,4
रोजगार,4
रुग्णांची,4
रिपोर्ट,4
राहील,4
राहणार,4
रात्रीत,4
राज्यातील,4
राज्याच्या,4
राज्याची,4
राज्यपालांची,4
रंडी,4
योद्धा,4
योजना,4
यो,4
येवू,4
युपी,4
युट्युब,4
यी,4
या…,4
यामुळे,4
यापेक्षा,4
याचं,4
यशस्वी,4
म्हणावे,4
मोती,4
मूळ,4
मुली,4
मुलांना,4
मुलं,4
मुद्दे,4
मुतले,4
मुकेश,4
मुंबईतील,4
मुंबईची,4
मी…,4
मि…,4
मिळालेल्या,4
मिळाले,4
मिळालं,4
मारहाण,4
मारला,4
माया,4
मामा,4
माफी,4
माफ,4
मानसिकता,4
मानसा,4
मातृभाषेचा,4
माणसाचा,4
माझ्यासाठी,4
मागत,4
महत्वाचे,4
महत्वाचं,4
मर्चंट,4
मध्येच,4
मंदिर,4
मंत्र,4
मंडळी,4
भ…,4
भोसडा,4
भेटली,4
भिडे,4
भिंत,4
भाषिकांवर,4
भाषिक,4
भारताच्या,4
भाजपला,4
भाजपची,4
भांडी,4
भले,4
भरती,4
भय्ये,4
भनेर,4
भने,4
भए,4
बौद्धिक,4
बोलले,4
बोलला,4
बोलताना,4
बॉर्डर,4
बुद्धीचा,4
बुद्धि,4
बुडाला,4
बी,4
बाळासाहेब,4
बालपण,4
बाय,4
बाबा,4
बापाचा,4
बात,4
बाजूला,4
बाजार,4
बाईने,4
बसा,4
बसतात,4
बरेच,4
बरी,4
बरं,4
बनाउन,4
बंगला,4
बँगलोरची,4
बँकेकडे,4
फोटोचा,4
फुलं,4
फाळके,4
फाटली,4
फळ,4
प्रेमींना,4
प्रार्थना,4
प्रामाणिक,4
प्रवास,4
प्रधानमंत्री,4
प्रधान,4
प्रत्येकाला,4
पोलिसांना,4
पूल,4
पूजा,4
पुतळा,4
पुण्यात,4
पुण्याच्या,4
पाहू,4
पाहिले,4
पाहा,4
पाहतो,4
पाहत,4
पावसात,4
पायगुण,4
पाप,4
पाडा,4
पाकिस्तानी,4
परवा,4
पद्धत,4
पणे,4
पडत,4
नौकर्या,4
नेत्यांनी,4
नेत्यांना,4
नुसता,4
निर्माण,4
निघून,4
निघाला,4
नाहीच,4
नाही?,4
नावावर,4
नागरिकांची,4
ना?,4
नही,4
नसल्या,4
नसतात,4
नसणार,4
नशीबवान,4
नव्हतं,4
नकार,4
धोनी,4
धावा,4
धागा,4
धमक्या,4
धक्का,4
धंदा,4
देवेंद्र,4
देवाला,4
देवाचं,4
दूर,4
दुष्काळा,4
दुःखाची,4
दिवसा,4
दिल्या,4
दिलेल्या,4
दिलेला,4
दाखवली,4
दाखवतात,4
दलाल,4
दर्जा,4
त्यासाठी,4
त्यावर,4
त्यातून,4
त्यातले,4
त्यांनाच,4
तोपर्यंत,4
तोडणारे,4
तोंडाला,4
तेही,4
तुरुंगात,4
तुम्ही…,4
तुमच्यात,4
तितकाच,4
तिची,4
तारा,4
तरुण,4
डोळ्यात,4
डोक्यात,4
डॉ,4
डिस्प्ले,4
डांबून,4
ठेवलाय,4
ठेव,4
ठेऊन,4
ठाऊक,4
ट्रेड,4
टिळक,4
टक्के,4
झा…,4
झालेल्यांची,4
झाडे,4
जेंव्हा,4
जुलै,4
जीव,4
जिवंत,4
जिंकून,4
जा…,4
जातील,4
जाणारे,4
जाग,4
जस,4
जशी,4
जबरदस्त,4
चोरां,4
चोम्या,4
चूतीया,4
चु…,4
चुलत,4
चुत्या,4
चुकून,4
चाललंय,4
चंद्र,4
घेतात,4
घास,4
घालत,4
घाई,4
घरं,4
गो…,4
गोष्टीला,4
गोल,4
गेल्यावर,4
गुपचुप,4
गुन्हे,4
गुजरात,4
गुंड,4
गु,4
गहान,4
गर्न,4
गर्दै,4
गणेश,4
खोटे,4
खाली,4
खाज,4
खर्डा,4
खपवून,4
क्रेडिट,4
क्या,4
को…,4
कोल्हापूर,4
कोर्टाने,4
केव्हा,4
केलेला,4
कुरा,4
कुठ,4
कुंभमेळा,4
किती…,4
किंमतही,4
कारे,4
काय…,4
कानाखाली,4
काढू,4
का????,4
कसला,4
कळलं,4
करु,4
करीत,4
करा…,4
करार,4
करायचा,4
करायचं,4
करत…,4
करतील,4
करताय,4
करण्या…,4
करण्यास,4
करण्यापेक्षा,4
करणारच,4
कपडे,4
कनेक्शन,4
कंगनाचं,4
और,4
ऑनलाईन,4
ऑनलाइन,4
ऑक्सिजन,4
ए…,4
एवढ्या,4
एवढे,4
एखादं,4
उशिरा,4
उध्वस्त,4
उगाच?,4
उखाड,4
इशारा,4
इथली,4
इतरांनी,4
इंचाचा,4
आवडते,4
आवडतात,4
आलेले,4
आलाय,4
आरोप,4
आरेची,4
आयुक्त,4
आबे,4
आपोआप,4
आधीच,4
आदेश,4
आताचे,4
आठवण,4
आईला,4
आंदोलन,4
अस्मिता,4
असेच,4
असावी,4
असावा,4
असल्याने,4
असली,4
असते?,4
असच,4
अशीच,4
अवस्था,4
अवलाद,4
अर्धा,4
अमित,4
अभिनेत्री,4
अब,4
अपे…,4
अनपेक्षित,4
अखेर,4
अक्षरे,4
